state,year,policy,bill_no,description,status,adopted,date_passed,branch,author,party,topic_area,direction,source,notes,coder,adoption_bin,direction1,topic1
AL,2023,parental_rights_guidance,HB354,"requires that schools inform parents of changes in student ""well-being"" (perhaps including lgbt identity).",1,0,-99,legislative,"Butler, Mack; Stadthagan, Scott; Gidley, Mark; Lamb, Bill; Shirey, Mark; Lipscomb, Craig; Givens, Donna; Sells, Chris; Mooney, Arnold; Bolton, Ron",GOP,education,restricting,https://www.legislature.state.al.us/pdf/SearchableInstruments/2023RS/HB354-int.pdf,,Margot,0,restrictive,Education
AL,2023,discussion_restriction,HB354,"prohibits classroom discussion on lgbt topics in grades K-8 that are not ""age-appropriate"" as defined by the state",1,0,-99,legislative,"Butler, Mack; Stadthagan, Scott; Gidley, Mark; Lamb, Bill; Shirey, Mark; Lipscomb, Craig; Givens, Donna; Sells, Chris; Mooney, Arnold; Bolton, Ron",GOP,education,restricting,https://www.legislature.state.al.us/pdf/SearchableInstruments/2023RS/HB354-int.pdf,builds on 2022 dont say gay bill that banned lgbt topics in K-5,Margot,0,restrictive,Education
AL,2023,drag_restriction,HB401,"defines drag as ""sexual conduct"" and bans it at schools and public locations where minors may be present",1,0,-99,legislative,"Mooney, Arnold; Kiel, Jamie; Stadthagen, Scott; Butler, Mack; Carns, Jim; Sells, Chris",GOP,public_presence,restricting,https://www.legislature.state.al.us/pdf/SearchableInstruments/2023RS/HB401-int.pdf,,Margot,0,restrictive,Public_Precence
AL,2023,public_trans_ban,HB401,"defines ""male or female impersonators"" as ""sexual conduct"", and bans them at schools and public locations where minors may be present.  the text of the bill notes that these impersonators are commonly called drag queens and kings, but does not differentiate them from transgender individuals.",1,0,-99,legislative,"Mooney, Arnold; Kiel, Jamie; Stadthagen, Scott; Butler, Mack; Carns, Jim; Sells, Chris",GOP,public_presence,restricting,https://www.legislature.state.al.us/pdf/SearchableInstruments/2023RS/HB401-int.pdf,,Margot,0,restrictive,Public_Precence
AL,2023,legal_recognition_negative,HB405,"defines words such as man, woman, boy, girl, female, and male as strictly referencing gametes.  eliminates legal recognition of transgender people's gender identity",1,0,-99,legislative,"DuBose, Susan; Mooney, Arnold; Robertson, Chad; Hammett, Matthew; Stadthagen, Scott; Butler, Mack; Harrison, Ben; Hulsey, Leigh; Yarborough, Ernie; Sellers, Patrick; Shaw, Mike; Shaver, Ginny; Ingram, Reed; Baker, Alan; Lamb, Bill; Gidley, Mark; Givens, Donna; Fidler, Jennifer; Standridge, David; Sells, Chris; Oliver, Ed; Hurst, Steve; Woods, Matt",GOP,legal_recognition,restricting,https://www.legislature.state.al.us/pdf/SearchableInstruments/2023RS/HB405-int.pdf,,Margot,0,restrictive,Legal
AL,2023,anti_esg,SB261,"prohibits public contracts with companies that engage in economic boycotts of other comapnies in certain situations, such as when other companies refuse to fascilitate access to gender affirming care",3,1,1685491200,legislative,"Roberts, Dan; Orr, Arthur; Allen, Gerald; Livingston, Steve; Stutts, Larry; Shelnutt, Shay; Sessions, David",GOP,economics,restricting,https://www.legislature.state.al.us/pdf/SearchableInstruments/2023RS/SB261-int.pdf,,Margot,1,restrictive,Economics
AR,2023,school_accom_restriction,HB1156,requires that students at public schools use bathrooms and locker rooms that align with their agab.  provides single-person restrooms as an alternative,3,1,1679356800,legislative,"Bentley, Mary; Brown, Karilyn; Crawford, Cindy; Hodges, DeAnna; Ladyman, Jack; Long, Wayne; Lundstrum, Robin; McAlindon, Mindy; Miller, Josh; Rose, Ryan; Tosh, Dwight; Barker, Sonia Eubanks; Sullivan, Dan",GOP,education,restricting,https://www.arkleg.state.ar.us/Bills/Detail?id=hb1156&ddBienniumSession=2023%2F2023R&Search=,"amendments did not change fundmental nature of bill, passed as Act 317",Margot,1,restrictive,Education
AR,2023,parental_rights_transition,HB1468,prevents educators at schools public institutions of higher education from using non-birth certificate name/prounouns without parental consent,3,1,1681171200,legislative,"Long, Wayne; Richmond, Marcus; Bentley, Mary; Breaux, Harlan; Carr, Joey; Crawford, Cindy; Lundstrum, Robin; McAlindon, Mindy; McClure, Rick; Milligan, Jon; Rose, Ryan; Rye, Johnny; Johnson, Mark",GOP,education,restricting,https://www.arkleg.state.ar.us/Bills/Detail?id=hb1468&ddBienniumSession=2023%2F2023R&Search=,,Margot,1,restrictive,Education
AR,2023,name_pronoun_restriction,HB1468,prevents public schools or institutions of higher education from requiring students or faculty to use a trans students preferred name/pronouns if they do not match those on the trans student's birth certificate.,3,1,1681171200,legislative,"Long, Wayne; Richmond, Marcus; Bentley, Mary; Breaux, Harlan; Carr, Joey; Crawford, Cindy; Lundstrum, Robin; McAlindon, Mindy; McClure, Rick; Milligan, Jon; Rose, Ryan; Rye, Johnny; Johnson, Mark",GOP,education,restricting,https://www.arkleg.state.ar.us/Bills/Detail?id=hb1468&ddBienniumSession=2023%2F2023R&Search=,,Margot,1,restrictive,Education
AR,2023,religious_lib,HB1615,"expands religious freedom laws, prevents ""discrimination"" based on sincere religous beliefs (illegal to discriminate against someone for their sincere belief that marraige is between a man and a woman).",3,1,1681257600,legislative,"Lundstrum, Robin; Bentley, Mary; Cooper, Cameron; Crawford, Cindy; Gazaway, Jimmy; Long, Wayne; Milligan, Jon; Richmond, Marcus E.; Underwood, Kendon; Unger, Steve; Watson, Danny; Stubblefield, Gary; Clark, Alan",GOP,discrimination,restricting,https://www.arkleg.state.ar.us/Bills/Detail?id=hb1615&ddBienniumSession=2023%2F2023R&Search=,,Margot,1,restrictive,Discrimination
AR,2023,discussion_ban,HB1738,bans discussion of lgbt+ topics in K-5,1,0,-99,legislative,"McAlindon, Mindy; Stubblefield, Gary",GOP,education,restricting,https://www.arkleg.state.ar.us/Bills/Detail?id=hb1738&ddBienniumSession=2023%2F2023R&Search=,,Margot,0,restrictive,Education
AR,2023,discussion_restriction,HB1738,"requires that instruction on lgbt+ topics in grades 6-12 be ""age-appropriate"" and ""developmentally appropriate""",1,0,-99,legislative,"McAlindon, Mindy; Stubblefield, Gary",GOP,education,restricting,https://www.arkleg.state.ar.us/Bills/Detail?id=hb1738&ddBienniumSession=2023%2F2023R&Search=,,Margot,0,restrictive,Education
AR,2023,public_trans_ban,SB43,"original version defined presenting as a different gender than your agab as ""adult-oriented""",4,0,-99,legislative,"Stubblefield, Gary; Bentley, Mary",GOP,public_presence,restricting,https://www.arkleg.state.ar.us/Bills/PreviousVersions?id=SB43&ddBienniumSession=2023%2F2023R,ACLU AR Article: https://www.acluarkansas.org/en/news/progress-sb43-it-still-threatens-all-arkansans,Margot,0,restrictive,Public_Precence
AR,2023,drag_restriction,SB43,"original version defined drag as ""adult oriented""",4,0,-99,legislative,"Stubblefield, Gary; Bentley, Mary",GOP,public_presence,restricting,https://www.arkleg.state.ar.us/Bills/PreviousVersions?id=SB43&ddBienniumSession=2023%2F2023R,ACLU AR Article: https://www.acluarkansas.org/en/news/progress-sb43-it-still-threatens-all-arkansans,Margot,0,restrictive,Public_Precence
AR,2023,decency_laws,SB43,"passed version bans performances that ""appeal to the prurient interest"" but does not specifically mention drag",3,1,1677456000,legislative,"Stubblefield, Gary; Bryant, Joshua P.; Johnson, Blake; Hammer, Kim; Rice, Terry; Flippo, Scott; Penzo, Clint; Gilmore, Ben; Stone, Matt; McKee, Matt; Clark, Alan; Hester, Bart; Dees, Tyler; Sullivan, Dan; Caldwell, Ron; Hill, Ricky; Bentley, Mary; Barker, Sonia Eubanks; Cooper, Cameron; Crawford, Cindy; Haak, Delia; Hodges, DeAnna; Ladyman, Jack; Long, Wayne; Lundstrum, Robin; McAlindon, Mindy; Richardson, Scott; Rose, Ryan; Rye, Johnny; Tosh, Dwight",GOP,public_presence,restricting,https://www.arkleg.state.ar.us/Bills/Detail?id=SB43&ddBienniumSession=2023%2F2023R,ACLU AR Article: https://www.acluarkansas.org/en/news/progress-sb43-it-still-threatens-all-arkansans,Margot,1,restrictive,Public_Precence
AR,2023,panic_defense_prohibition,SB60,bans the gay and trans panic defense (means you cannot use the unexpected discovery of a victem's sexual orientation or gender identity as a defense for murdering/harmimg them).,1,0,-99,legislative,"Chesterfield, Linda",DEM,safety,expanding,https://www.arkleg.state.ar.us/Bills/Detail?id=sb60&ddBienniumSession=2023%2F2023R&Search=,,Margot,0,expansive,Safety
AR,2023,name_pronoun_restriction,SB125,un-amendmed version prevents state sponsored instututions of higher education from forcing individuals to respect other's preferred pronouns,4,0,-99,legislative,"Sullivan, Dan; Beck, Rick",GOP,education,restricting,https://www.arkleg.state.ar.us/Bills/PreviousVersions?id=SB125&ddBienniumSession=2023%2F2023R,"initial version mention pronouns, passed version does not. passed version also includes language affirming that institutions do have the right to limit speech in some cases",Margot,0,restrictive,Education
AR,2023,care_restriction_minor,SB199,"requires that guardians of minors seeking gender affirming care receive clear written notice of the dangers of gender affirming care, as specified by the state.  the included letter contains numerous factual errors and misleading claims.  the bill also lays out tedious requirements for minors to complete before their gender affirming care provider may argue that they are not liable for harm caused by gender affirming treatment.",3,1,1678924800,legislative,"Stubblefield, Gary; Bentley, Mary",GOP,medical,restricting,https://www.arkleg.state.ar.us/Bills/Detail?id=sb199&ddBienniumSession=2023%2F2023R&Search=,ACLU AR Article: https://www.acluarkansas.org/en/press-releases/aclu-arkansas-statement-signing-sb199-law,Margot,1,restrictive,Health
AR,2023,liability_extension,SB199,extends the period of liability for providers of gender affirming care to 15 years after the minor who recieved the care turns 18.  the bill also provides tedious requirments for minors seeking care to complete before a provider may be considered not liable,3,1,1678924800,legislative,"Stubblefield, Gary; Bentley, Mary",GOP,medical,restricting,https://www.arkleg.state.ar.us/Bills/Detail?id=sb199&ddBienniumSession=2023%2F2023R&Search=,ACLU AR Article: https://www.acluarkansas.org/en/press-releases/aclu-arkansas-statement-signing-sb199-law,Margot,1,restrictive,Health
AR,2023,bathroom_ban,SB270,"prevents individuals from entering a public changing room that does not align with their agab if there is a minor present in said changing room, and defines such act as ""sexual indecency with a child""",4,0,-99,legislative,"Payton, John; Gilmore, Ben; Irvin, Missy; Johnson, Blake; Johnson, Mark; Stone, Matt; Wallace, Dave; Crawford, Cindy",GOP,public_presence,restricting,https://www.arkleg.state.ar.us/Bills/PreviousVersions?id=SB270&ddBienniumSession=2023%2F2023R,"original version is a changing room ban (bathroom ban), passed version only bans entering non-agab chaning rooms with the purpose of gratifying a sexual desire",Margot,0,restrictive,Public_Precence
AR,2023,discussion_ban,SB294,prevents discussion of gender identity and sexual orientation in grades K-4,3,1,1678752000,legislative,"Davis, Breanne; Hester, Bart; Irvin, Missy; Dismang, Jonathan; English, Jane; Stubblefield, Gary; Flippo, Scott; Johnson, Blake; Wallace, Dave; Hill, Ricky; Johnson, Mark; Hammer, Kim; Sullivan, Dan; Gilmore, Ben; McKee, Matt; Penzo, Clint; Boyd, Justin; Petty, Jim; Bryant, Joshua P.; Crowell, Steve; Stone, Matt; Dees, Tyler; Payton, John; Dotson, Jim; Clark, Alan; Brooks, Keith; Shepherd, Matthew; McCollum, Austin; McKenzie, Brit; Pilkington, Aaron; Meeks, Stephen; Wardlaw, Jeff; Eubanks, Jon S.; Cozart, Bruce; Womack, Richard; Fite, Charlene; Lundstrum, Robin; Bentley, Mary; Gonzales, Justin; Beck, Rick; Brown, Karilyn; Richmond, Marcus; Fortner, Jack; Cavenaugh, Francis; Maddox, John; Barker, Sonia Eubanks; Rye, Johnny; Hollowell, Steve; Watson, Danny; Lynch, Roger; Wing, Carlton; Crawford, Cindy; Johnson, Lee; Cooper, Cameron; Breaux, Harlan; Evans, Brian; McGrew, Richard; Ray, David; Beaty Jr., Howard; McClure, Rick; Milligan, Jon; Haak, Delia; Carr, John; Underwood, Kendon; Furman, Tony; Hodges, Grant; Moore, Jeremiah; Achor, Brandon; Burkes, Rebecca; Hawk, RJ; McAlindon, Mindy; Brown, Matt; Rose, Ryan; Puryear, Chad; Gramlich, Zach; Painter, Stetson; Duffield, Matt; Unger, Steve; Richardson, R. Scott; Andrews, Wade",GOP,education,restricting,https://www.arkleg.state.ar.us/Bills/Detail?id=sb294&ddBienniumSession=2023%2F2023R&Search=,,Margot,1,restrictive,Education
FL,2023,anti_esg,HB3,requitres that government entities and certain other entities only consider pecuniary factors when investing,3,1,1682985600,legislative,"House State Affairs Committee; House Commerce Committee; Rommel, Bob; Sirois, Tyler; Black, Dean; Borrero, David; Botana, Adam; Buchanan, James; Fabricio, Tom; Giallombardo, Mike; Gregory, Tommy; Holcomb, Jeff; Jacques, Berny; Leek, Tom; Maggard, Randy; Massullo, Ralph; McClain, Stan; Overdorf, Toby; Plakon, Rachel; Roth, Rick; Snyder, John; Senate Banking and Insurance Committee; Grall, Erin",GOP,economics,restricting,https://www.flsenate.gov/Session/Bill/2023/3,SB302 is an identical twin bill.,Margot,1,restrictive,Economics
FL,2023,nonbinary_recognition,HB163,adds a non-binary option to the gender markers on driver's liscenses and identification cards,1,0,-99,legislative,"Arrington, Kristen; Torres Jr., Victor M.",DEM,legal_recognition,expanding,https://www.flsenate.gov/Session/Bill/2023/163,SB874 is a similar but not identical twin bill.,Margot,0,expansive,Legal
FL,2023,panic_defense_prohibition,HB393,bans the gay and trans panic defense (means you cannot use the unexpected discovery of a victem's sexual orientation or gender identity as a defense for murdering/harmimg them).,1,0,-99,legislative,"Harris, Rita; Book, Lauren",DEM,safety,expanding,https://www.flsenate.gov/Session/Bill/2023/393,SB328 is an identical twin bill.,Margot,0,expansive,Safety
FL,2023,defamation_expand,HB991,defines an allegation that one has discriminated agaist a person for their sexual orientation or gender identity as defamation unless the accuser can point to evidence unrelated to the accused person's religous and/or scientific beliefs.,1,0,-99,legislative,"Andrade, Alex; Beltran, Mike; Black, Dean",GOP,discrimination,restricting,https://www.flsenate.gov/Session/Bill/2023/991,SB1220 is a similar but not identical twin bill.  ACLU Statement: https://www.aclufl.org/en/legislation/hb-991sb-1220-attack-free-press,Margot,0,restrictive,Discrimination
FL,2023,anti_lgbt_instruction_require,HB1069,"for educational purposes, sex is defined as either male or female based on reproductive roles that are binary, stable, and unchangeable",3,1,1684281600,legislative,"Education & Employment Committee; Education Quality Subcommittee; McClain, Stan; Anderson, Adam",GOP,education,restricting,https://www.flsenate.gov/Session/Bill/2023/1069,SB1320 is a similar but not identical twin bill.  An identical policy was found in HB1223.  ACLU Statement: https://www.aclufl.org/en/legislation/hb-1069-government-control-over-what-taught-sex-ed-and-expanded-book-banning,Margot,1,restrictive,Education
